Country,10,11,12,20,30,40,50,60,61,62,70,71,72,80,81,82,90,100,110,120,121,122,130,140,150,151,152,153,160,170,180,190,200,201,202,210,220
Afghanistan,29904.33,2976.81,110.84,18797.13,6567.18,20319.48,9.00,257.68,8.79,0.00,3069.27,0.23,0.00,0.79,0.00,0.00,0.00,4403.57,7961.19,22251.19,0.00,708.78,231258.10,0.00,40650.39,0.00,0.00,0.00,0.00,0.48,70.11,617.68,235664.76,519.67,13075.85,724.23,3182.86
Albania,6646.03,3457.02,75.96,167.00,1562.21,2392.71,0.00,5359.28,1.91,0.00,707.05,0.00,0.00,0.00,0.00,0.00,102.42,3796.75,2.37,891.85,0.00,1.95,1483.35,41.96,328.76,0.00,0.00,0.51,0.00,0.00,71.16,235.44,422.85,73.54,2.54,693.76,0.00
Algeria,46981.93,52307.40,28.83,98.72,4002.12,2030.59,1420.66,9367.50,0.76,0.00,884.89,0.00,0.00,0.00,0.00,0.00,0.00,7841.67,19.36,16376.28,0.00,220.73,63.06,0.00,12201.41,0.00,0.00,68837.56,0.00,0.31,21.48,2052.32,2077996.00,5110.19,189.04,2175.80,0.00
Andorra,2.75,0.49,0.00,0.00,1.27,0.63,0.00,2.04,0.00,0.00,271.90,3.52,0.00,0.00,0.00,0.00,6.12,16.54,6.13,0.14,0.00,0.00,96.51,0.00,38.14,0.00,0.00,0.00,0.00,0.00,0.00,3.24,11.90,6.83,0.00,0.00,0.00
Angola,33817.40,14680.68,0.00,27.87,13711.33,9410.57,33157.54,303776.81,70654.22,329680.66,0.00,0.00,0.00,0.28,0.00,0.00,0.00,10015.83,9861.15,203903.62,0.00,15703.32,156388.00,0.00,325.33,0.00,0.00,2.20,240.73,343.28,6737.83,737.00,28976.80,15.47,22.04,3694.63,0.00
Antarctica,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15553.75,12351147.23
Antigua and Barbuda,7.62,0.00,0.00,0.00,3.08,6.35,109.22,0.00,0.00,0.00,64.64,0.00,0.00,0.00,0.00,0.00,0.00,14.96,0.45,1.36,0.00,0.00,123.51,0.00,0.09,0.00,0.00,0.00,0.00,4.81,30.30,10.18,0.00,0.00,0.00,107.36,0.00
Argentina,176129.56,284863.14,25.25,11.74,123355.88,67435.55,74241.56,54232.05,174572.83,4622.28,0.08,0.00,0.00,0.00,0.00,0.00,2569.83,58203.05,6491.85,934561.12,0.00,0.52,78648.30,0.00,454415.28,0.00,0.00,14909.87,0.32,16.80,92983.49,5689.47,129537.93,0.00,0.00,42796.80,6484.07
Armenia,3702.24,1728.45,0.00,1388.42,979.37,9261.30,0.00,2418.04,0.94,0.00,134.86,0.00,0.00,0.00,0.00,0.00,13.01,3345.25,20.32,780.19,0.00,4.43,3265.50,0.00,430.07,0.00,0.00,23.38,0.00,0.00,11.90,555.65,341.90,67.11,0.00,1329.13,0.00
Australia,75554.61,379571.94,148.33,21664.29,85022.48,65727.44,387660.68,13841.58,0.00,237128.08,0.00,0.00,0.00,2098.62,0.67,0.00,0.00,226253.03,104473.58,362890.67,0.00,1298386.47,1102912.27,0.00,2814616.56,0.00,0.00,0.00,0.00,25654.80,99939.10,11314.59,355965.76,0.00,0.00,26829.82,252.11
Austria,2580.92,12202.39,523.95,0.00,3537.30,189.46,0.00,4209.74,24.09,0.00,25910.90,0.00,0.00,241.91,0.00,0.00,8343.52,7241.55,198.14,0.00,0.00,0.00,12330.13,0.00,1194.45,0.00,0.00,0.00,0.00,0.00,132.59,2335.96,838.07,1213.37,0.00,720.13,367.66
Azerbaijan,18573.90,17367.70,0.00,288.15,4346.83,11304.43,0.00,6356.20,7.82,0.00,705.27,0.00,0.00,0.00,0.00,0.00,19.69,3467.36,209.95,4884.15,0.00,447.85,3613.84,0.00,7580.00,0.00,0.00,760.80,0.00,0.00,35.72,816.67,3870.82,165.41,0.00,1892.74,0.00
Bahamas,65.86,12.93,16.35,0.00,38.23,111.52,2727.74,101.76,0.00,0.00,886.17,0.00,0.00,1.89,0.00,0.00,11.34,827.48,228.24,14.14,0.00,0.00,1164.93,0.00,24.07,0.00,0.00,0.00,1.81,702.50,2400.00,105.79,4.75,0.00,0.00,3854.64,0.00
Bahrain,0.85,19.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,0.00,0.00,0.00,0.00,0.00,0.86,200.62,342.44,1.28,3.59,14.21,0.00
Bangladesh,14554.38,1649.72,29.71,84256.76,1776.23,1872.51,2624.79,1266.64,3.02,0.00,332.82,0.00,0.00,6.61,0.00,0.00,0.00,7568.98,32.10,390.63,3737.68,0.00,1017.98,0.00,14.21,0.00,0.00,0.00,0.00,4232.61,360.83,602.00,154.29,0.00,0.00,11467.99,0.00
Barbados,128.63,38.03,1.20,0.00,111.61,32.48,43.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.37,0.00,0.00,0.00,0.00,0.00,1.20,53.78,0.00,0.00,0.00,46.54,0.00
Belarus,73260.53,20067.75,0.00,0.00,15200.90,1098.52,0.00,21706.18,1355.64,0.00,37892.93,3.60,0.00,1.19,0.00,0.00,20009.14,7572.46,4.46,0.00,0.00,0.00,3442.28,0.00,9.25,0.00,0.11,0.00,1896.33,0.00,412.04,1770.66,0.52,0.29,0.00,2223.72,0.00
Belgium,1083.62,11368.71,1.45,0.00,2783.56,442.26,0.00,2016.53,0.37,0.00,1506.48,0.00,0.00,0.60,0.00,0.00,1602.92,1699.98,41.35,0.00,0.00,0.00,4498.63,0.00,4.83,0.00,0.00,0.00,0.00,0.00,97.49,3469.65,3.12,0.12,1.86,230.80,0.00
Belize,762.58,108.05,0.27,0.00,421.15,1214.08,16721.37,219.72,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.18,773.93,86.71,375.40,0.00,0.00,219.33,0.00,0.00,0.00,0.00,0.00,5.61,454.77,109.70,23.31,6.07,0.00,0.00,1012.16,0.00
Benin,29516.52,611.32,0.00,279.99,9851.44,7229.03,133.42,833.76,0.00,35932.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253.55,2.17,27488.02,0.00,3210.99,10.98,0.00,0.00,0.00,0.00,0.47,0.00,90.52,33.89,388.73,0.57,1.98,0.00,620.77,0.00
Bhutan,208.88,39.15,5.61,48.08,354.31,914.06,12314.91,857.71,566.00,0.00,15770.77,0.00,0.00,0.00,0.00,0.00,0.93,693.84,1612.81,151.88,193.58,0.00,4839.42,0.00,56.01,0.00,0.00,6.30,0.00,0.25,1.35,3.06,252.08,42.27,17.90,21.90,1580.32
Bolivia,10194.20,25226.70,3.92,0.00,24374.61,17621.74,472932.34,29386.36,51609.22,1277.22,0.00,0.00,0.00,2.21,0.00,0.00,0.00,56783.98,16110.80,90081.27,0.00,0.00,84453.49,0.00,65760.02,0.00,0.00,4227.54,4441.04,79.99,29314.67,1018.75,88713.44,0.00,0.00,13279.93,1026.73
Bosnia and Herzegovina,5616.53,3095.64,62.68,38.30,6319.53,193.11,0.00,18117.67,165.09,0.00,2876.60,0.00,0.00,1.46,0.00,0.00,5130.30,3457.79,52.96,918.43,0.00,0.00,5243.07,0.00,41.06,0.00,0.00,0.00,0.00,0.00,67.83,367.50,0.76,10.81,0.00,276.33,0.00
Botswana,20325.02,3201.18,14.27,8.16,8102.64,2934.90,0.00,5663.83,0.18,34522.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8905.75,2163.29,446055.32,0.00,123.46,29408.36,0.00,560.25,0.00,0.00,1.84,0.00,0.00,7729.80,303.58,9046.02,0.27,171.25,433.21,0.00
Brazil,158130.35,960814.29,43.41,149.28,679894.97,315891.29,3678363.37,130978.12,66164.70,147332.58,0.16,0.00,0.00,355.13,0.00,0.00,2.91,215265.34,38069.50,1280702.04,0.00,0.00,406489.50,0.00,1089.83,0.00,0.00,316.00,99825.78,5312.12,139396.56,22099.83,3519.58,0.00,0.00,128360.61,0.00
Brunei,100.90,128.81,1.42,1.14,242.05,218.77,4522.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.26,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,258.28,169.71,0.00,53.76,0.00,0.00,0.00,127.79,0.00
Bulgaria,25738.66,23970.75,233.97,986.11,7874.34,5183.11,0.00,30173.13,409.95,0.00,5431.89,0.00,0.00,0.98,0.00,0.00,3101.81,3739.06,20.89,222.61,0.00,0.78,1892.41,0.00,134.24,0.00,0.00,0.35,0.00,0.00,182.32,2019.04,477.53,89.67,1.66,1209.75,0.00
