Country,10,11,12,20,30,40,50,60,61,62,70,71,72,80,81,82,90,100,110,120,121,122,130,140,150,151,152,153,160,170,180,190,200,201,202,210,220
Afghanistan,29894.57,2920.50,110.84,18732.10,6552.89,20236.62,9.00,257.60,8.79,0.00,3071.01,0.23,0.00,0.79,0.00,0.00,0.00,4403.65,7959.69,22251.58,0.00,708.78,231125.92,0.00,40616.76,0.00,0.00,0.00,0.00,0.48,70.11,603.48,236074.35,519.67,13075.79,722.33,3182.86
Albania,6654.30,3457.59,75.96,167.08,1565.15,2434.83,0.00,5340.28,1.91,0.00,706.68,0.00,0.00,0.00,0.00,0.00,102.42,3760.76,2.37,897.09,0.00,1.95,1484.97,41.96,327.78,0.00,0.00,0.51,0.00,0.00,71.23,231.91,422.23,73.40,2.54,693.48,0.00
Algeria,46218.96,50687.28,27.74,98.64,3986.83,2196.44,1420.05,9298.07,0.76,0.00,877.60,0.00,0.00,0.00,0.00,0.00,0.00,7719.37,22.79,16393.82,0.00,220.73,63.21,0.00,12409.74,0.00,0.00,69138.59,0.00,0.31,21.48,1982.12,2079867.08,5218.52,189.04,2169.43,0.00
Andorra,2.75,0.28,0.00,0.00,1.27,1.20,0.00,2.04,0.00,0.00,271.69,3.52,0.00,0.00,0.00,0.00,6.05,16.54,6.13,0.14,0.00,0.00,96.65,0.00,38.28,0.00,0.00,0.00,0.00,0.00,0.00,2.89,11.90,6.83,0.00,0.00,0.00
Angola,33778.25,14384.77,0.00,27.87,13613.25,9567.56,33182.84,302289.32,70654.13,329785.84,0.00,0.00,0.00,0.19,0.00,0.00,0.00,9950.39,10030.56,204423.20,0.00,15964.19,157444.66,0.00,344.03,0.00,0.00,2.20,239.04,342.34,6725.56,717.08,28683.43,15.56,21.95,3696.37,0.00
Antarctica,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15553.75,12351147.23
Antigua and Barbuda,7.62,0.00,0.00,0.00,3.08,6.44,106.13,0.00,0.00,0.00,64.64,0.00,0.00,0.00,0.00,0.00,0.00,15.41,0.45,1.36,0.00,0.00,124.87,0.00,0.09,0.00,0.00,0.00,0.00,4.63,32.20,9.63,0.00,0.00,0.00,107.36,0.00
Argentina,176093.07,284608.43,24.60,11.74,123283.15,67193.19,74357.41,55545.65,175082.10,4652.81,0.08,0.00,0.00,0.00,0.00,0.00,2569.77,57857.40,6581.54,933603.30,0.00,0.52,78568.84,0.00,453932.73,0.00,0.00,14896.81,0.32,16.64,92746.47,5573.52,129617.54,0.00,0.00,43496.93,6484.07
Armenia,3705.08,1728.60,0.00,1388.71,981.55,9264.23,0.00,2422.07,0.94,0.00,135.60,0.00,0.00,0.00,0.00,0.00,13.01,3341.35,20.32,780.56,0.00,4.43,3265.06,0.00,430.81,0.00,0.00,23.38,0.00,0.00,12.04,543.45,344.07,67.26,0.00,1328.91,0.00
Australia,75605.30,379375.14,148.08,21633.49,85065.93,65842.58,388145.22,13083.22,0.00,236918.78,0.00,0.00,0.00,2076.87,0.67,0.00,0.00,224655.22,104484.04,363499.41,0.00,1299005.11,1102776.29,0.00,2813697.79,0.00,0.00,0.00,0.00,25593.02,99886.95,11206.79,358086.04,0.00,0.00,26869.44,252.11
Austria,2582.96,12198.67,523.95,0.00,3544.44,203.54,0.00,4237.62,24.09,0.00,25933.81,0.00,0.00,240.81,0.00,0.00,8340.40,7210.29,197.75,0.00,0.00,0.00,12297.68,0.00,1194.51,0.00,0.00,0.00,0.00,0.00,133.04,2333.38,837.88,1213.24,0.00,720.52,367.66
Azerbaijan,18578.27,17370.66,0.00,287.73,4347.75,11308.00,0.00,6384.81,7.82,0.00,706.35,0.00,0.00,0.00,0.00,0.00,19.69,3459.74,209.88,4879.81,0.00,445.78,3604.30,0.00,7567.43,0.00,0.00,758.50,0.00,0.00,33.97,782.81,3880.83,165.20,0.00,1915.98,0.00
Bahamas,66.37,13.36,16.52,0.00,38.23,111.34,2720.84,101.76,0.00,0.00,884.02,0.00,0.00,1.89,0.00,0.00,11.34,811.21,227.65,14.14,0.00,0.00,1165.27,0.00,24.15,0.00,0.00,0.00,1.81,701.21,2428.25,103.37,4.75,0.00,0.00,3854.64,0.00
Bahrain,0.85,19.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,0.00,0.00,0.00,0.00,0.00,0.86,200.02,342.95,1.28,3.59,14.29,0.00
Bangladesh,14580.86,1628.62,29.71,84261.71,1777.94,1876.61,2635.05,1268.65,3.02,0.00,332.56,0.00,0.00,6.61,0.00,0.00,0.00,7563.11,30.47,408.06,3737.32,0.00,1000.56,0.00,12.72,0.00,0.00,0.00,0.00,4234.10,360.48,554.75,138.37,0.00,0.00,11511.23,0.00
Barbados,129.37,38.13,1.20,0.00,112.26,32.48,43.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.26,0.00,0.37,0.00,0.00,0.00,0.00,0.00,1.39,52.02,0.00,0.00,0.00,46.54,0.00
