Country,10,11,12,20,30,40,50,60,61,62,70,71,72,80,81,82,90,100,110,120,121,122,130,140,150,151,152,153,160,170,180,190,200,201,202,210,220
Afghanistan,29910.49,3058.36,110.76,18820.36,6589.19,20238.36,9.00,261.13,8.79,0.00,3083.71,0.23,0.00,0.79,0.00,0.00,0.00,4414.29,7935.45,22247.48,0.00,707.77,231162.73,0.00,40701.91,0.00,0.00,0.00,0.00,0.48,70.11,770.98,235509.51,519.11,13066.14,730.41,3182.86
Albania,6621.38,3453.77,76.83,168.23,1556.12,2403.83,0.00,5311.80,1.91,0.00,668.55,0.00,0.00,0.00,0.00,0.00,99.47,3848.98,2.37,903.13,0.00,1.95,1490.57,41.88,330.19,0.00,0.00,0.51,0.00,0.00,71.09,276.07,415.89,73.62,2.54,697.70,0.00
Algeria,47164.28,53699.08,28.83,98.80,3970.19,1803.99,1407.29,9426.84,0.76,0.00,783.51,0.00,0.00,0.00,0.00,0.00,0.00,8105.78,17.17,16377.34,0.00,221.65,69.05,0.00,12498.31,0.00,0.00,68898.04,0.00,0.39,21.48,2525.89,2075789.58,4956.89,189.04,2174.44,0.00
Andorra,2.75,0.49,0.00,0.00,1.27,0.49,0.00,2.04,0.00,0.00,271.83,3.10,0.00,0.00,0.00,0.00,6.12,16.61,6.13,0.14,0.00,0.00,95.60,0.00,38.91,0.00,0.00,0.00,0.00,0.00,0.00,3.87,11.97,6.83,0.00,0.00,0.00
Angola,33828.97,14896.57,0.00,27.59,13893.69,9294.43,33149.73,303200.77,70651.90,328772.72,0.00,0.00,0.00,0.19,0.00,0.00,0.00,10144.66,9839.49,205203.56,0.00,15635.30,154797.29,0.00,300.45,0.00,0.00,2.20,237.25,343.84,6784.18,902.08,30243.40,15.01,21.94,3697.35,0.00
Antarctica,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15553.75,12351147.23
Antigua and Barbuda,7.62,0.00,0.00,0.00,3.17,6.71,92.85,0.00,0.00,0.00,64.09,0.00,0.00,0.00,0.00,0.00,0.00,15.41,0.45,1.36,0.00,0.00,136.87,0.00,0.09,0.00,0.00,0.00,0.00,4.72,30.66,12.54,0.00,0.00,0.00,107.36,0.00
Argentina,175644.77,285546.75,26.21,11.50,122854.67,67784.82,75673.47,49317.63,172400.62,4465.75,0.08,0.00,0.00,0.00,0.00,0.00,2558.25,59576.18,6003.11,939003.98,0.00,0.52,78657.32,0.00,455625.84,0.00,0.00,14941.14,0.32,17.67,92002.91,6805.24,129005.76,0.00,0.00,42390.08,6484.07
Armenia,3683.91,1743.82,0.00,1383.60,967.74,9224.13,0.00,2417.07,0.94,0.00,129.03,0.00,0.00,0.00,0.00,0.00,13.01,3351.85,21.19,781.75,0.00,4.43,3234.32,0.00,434.60,0.00,0.00,23.31,0.00,0.00,12.34,646.29,332.46,66.89,0.00,1328.76,0.00
