Country,10,11,12,20,30,40,50,60,61,62,70,71,72,80,81,82,90,100,110,120,121,122,130,140,150,151,152,153,160,170,180,190,200,201,202,210,220
Afghanistan,29918.64,3019.61,110.84,18819.87,6570.62,20283.57,9.00,258.47,8.79,0.00,3066.43,0.23,0.00,0.79,0.00,0.00,0.00,4403.65,7965.66,22250.25,0.00,708.62,231238.50,0.00,40594.24,0.00,0.00,0.00,0.00,0.48,70.11,635.50,235675.42,519.50,13073.40,725.37,3182.86
Albania,6642.88,3456.74,76.10,167.87,1559.93,2388.89,0.00,5355.72,1.91,0.00,700.69,0.00,0.00,0.00,0.00,0.00,102.27,3805.90,2.37,895.14,0.00,1.95,1484.93,41.96,329.18,0.00,0.00,0.51,0.00,0.00,71.16,239.53,421.90,73.62,2.54,694.70,0.00
Algeria,47060.14,52889.86,28.83,98.80,3998.60,1969.29,1421.97,9388.55,0.76,0.00,891.12,0.00,0.00,0.00,0.00,0.00,0.00,7873.95,18.50,16374.41,0.00,220.96,63.06,0.00,12958.06,0.00,0.00,68894.74,0.00,0.39,21.48,2114.54,2076562.18,5011.36,189.04,2178.02,0.00
Andorra,2.75,0.49,0.00,0.00,1.27,0.63,0.00,2.04,0.00,0.00,271.90,3.52,0.00,0.00,0.00,0.00,6.12,16.54,6.13,0.14,0.00,0.00,96.51,0.00,38.14,0.00,0.00,0.00,0.00,0.00,0.00,3.24,11.90,6.83,0.00,0.00,0.00
Angola,33840.13,14780.24,0.00,28.70,13810.76,9387.86,33143.46,303366.91,70653.84,329317.40,0.00,0.00,0.00,0.28,0.00,0.00,0.00,10055.03,9846.02,204539.25,0.00,15705.55,155926.53,0.00,311.23,0.00,0.00,2.20,239.78,343.37,6774.78,756.83,29346.88,15.29,22.04,3670.20,0.00
Antarctica,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15553.75,12351147.23
Antigua and Barbuda,7.62,0.00,0.00,0.00,3.08,6.35,109.22,0.00,0.00,0.00,64.64,0.00,0.00,0.00,0.00,0.00,0.00,14.96,0.45,1.36,0.00,0.00,123.33,0.00,0.09,0.00,0.00,0.00,0.00,4.81,30.30,10.36,0.00,0.00,0.00,107.36,0.00
Argentina,176100.45,285277.58,25.48,11.66,123252.60,67666.05,75041.53,51995.20,173621.67,4571.35,0.08,0.00,0.00,0.00,0.00,0.00,2564.70,58799.60,6388.57,936292.25,0.00,0.52,78692.13,0.00,454574.32,0.00,0.00,14911.14,0.32,16.64,92363.22,5815.65,129681.82,0.00,0.00,42650.03,6484.07
Armenia,3699.83,1727.57,0.00,1387.25,978.79,9261.16,0.00,2416.60,0.94,0.00,134.56,0.00,0.00,0.00,0.00,0.00,13.01,3343.72,20.24,780.93,0.00,4.43,3265.57,0.00,429.48,0.00,0.00,23.38,0.00,0.00,12.05,566.26,339.58,67.11,0.00,1328.98,0.00
Australia,75410.68,379891.27,148.88,21700.26,84910.24,65826.89,386828.32,13342.09,0.00,236254.27,0.00,0.00,0.00,2099.70,0.67,0.00,0.00,226341.12,104297.07,364379.28,0.00,1299444.49,1100831.02,0.00,2821591.11,0.00,0.00,0.00,0.00,25657.76,99968.09,11418.17,350309.54,0.00,0.00,27004.46,252.11
Austria,2598.60,12218.31,523.88,0.00,3579.77,192.77,0.00,4046.55,24.09,0.00,25831.12,0.00,0.00,241.58,0.00,0.00,8331.12,7307.72,200.79,0.00,0.00,0.00,12434.99,0.00,1194.84,0.00,0.00,0.00,0.00,0.00,132.72,2338.41,837.49,1213.89,0.00,719.94,367.66
Azerbaijan,18567.39,17377.07,0.00,288.15,4351.93,11322.16,0.00,6332.43,7.82,0.00,704.41,0.00,0.00,0.00,0.00,0.00,19.69,3464.59,210.03,4888.12,0.00,450.97,3621.31,0.00,7575.45,0.00,0.00,759.93,0.00,0.00,36.60,861.35,3855.96,165.56,0.00,1854.40,0.00
Bahamas,65.86,12.93,16.26,0.00,38.14,111.34,2731.08,101.76,0.00,0.00,886.61,0.00,0.00,1.89,0.00,0.00,11.34,824.55,228.07,14.14,0.00,0.00,1166.07,0.00,24.07,0.00,0.00,0.00,1.81,702.50,2399.58,107.08,4.75,0.00,0.00,3852.29,0.00
Bahrain,0.85,20.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,0.00,0.00,0.00,0.00,0.00,0.86,200.87,342.01,1.28,3.59,14.12,0.00
Bangladesh,14534.23,1661.54,29.71,84239.36,1780.27,1867.64,2615.37,1266.37,3.02,0.00,333.36,0.00,0.00,7.59,0.00,0.00,0.00,7572.34,32.53,377.88,3736.52,0.00,1036.34,0.00,16.75,0.00,0.00,0.00,0.00,4227.35,362.06,642.87,173.50,0.00,0.00,11435.90,0.00
Barbados,128.44,37.94,1.20,0.00,110.87,32.29,43.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.37,0.00,0.00,0.00,0.00,0.00,1.20,55.45,0.00,0.00,0.00,46.54,0.00
Belarus,73264.06,20075.07,0.00,0.00,15201.35,1061.90,0.00,21700.23,1353.72,0.00,37874.73,3.60,0.00,1.19,0.00,0.00,20004.24,7612.71,4.41,0.00,0.00,0.00,3448.85,0.00,9.25,0.00,0.11,0.00,1894.87,0.00,411.91,1775.58,0.52,0.29,0.00,2229.91,0.00
Belgium,1083.86,11369.08,1.45,0.00,2785.21,442.87,0.00,1993.70,0.37,0.00,1494.94,0.00,0.00,0.60,0.00,0.00,1598.88,1720.78,42.32,0.00,0.00,0.00,4504.34,0.00,4.77,0.00,0.00,0.00,0.00,0.00,104.90,3470.74,3.12,0.12,1.86,230.44,0.00
Belize,764.30,111.76,0.18,0.00,421.87,1255.37,16660.03,219.90,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.18,780.55,88.08,375.95,0.00,0.00,222.87,0.00,0.00,0.00,0.00,0.00,5.61,455.49,109.25,24.76,6.07,0.00,0.00,1012.16,0.00
Benin,29599.13,649.24,0.00,279.80,9864.07,7236.65,133.24,841.81,0.00,35937.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255.33,2.17,27320.14,0.00,3209.20,10.79,0.00,0.00,0.00,0.00,0.47,0.00,89.58,34.08,404.36,0.38,1.98,0.00,620.39,0.00
