Country,10,11,12,20,30,40,50,60,61,62,70,71,72,80,81,82,90,100,110,120,121,122,130,140,150,151,152,153,160,170,180,190,200,201,202,210,220
Afghanistan,29917.35,3028.04,110.84,18825.00,6573.04,20272.59,9.00,258.86,8.79,0.00,3066.11,0.23,0.00,0.79,0.00,0.00,0.00,4403.97,7966.21,22250.02,0.00,708.62,231518.13,0.00,40636.33,0.00,0.00,0.00,0.00,0.48,70.11,652.18,235332.44,519.50,13072.10,726.81,3182.86
Albania,6640.86,3459.17,76.10,168.23,1558.94,2401.37,0.00,5323.83,1.91,0.00,694.05,0.00,0.00,0.00,0.00,0.00,100.47,3828.68,2.37,894.85,0.00,1.95,1486.34,41.96,329.40,0.00,0.00,0.51,0.00,0.00,71.16,243.27,421.67,73.62,2.54,695.12,0.00
Algeria,47053.14,53227.01,28.83,98.80,3992.54,1869.58,1422.43,9409.37,0.76,0.00,893.21,0.00,0.00,0.00,0.00,0.00,0.00,7939.87,18.42,16383.39,0.00,220.96,64.30,0.00,12648.05,0.00,0.00,68898.25,0.00,0.39,21.48,2179.68,2076483.40,5007.47,189.04,2178.27,0.00
Andorra,2.75,0.49,0.00,0.00,1.27,0.63,0.00,2.04,0.00,0.00,271.90,3.45,0.00,0.00,0.00,0.00,6.12,16.54,6.13,0.14,0.00,0.00,95.60,0.00,38.98,0.00,0.00,0.00,0.00,0.00,0.00,3.31,11.97,6.83,0.00,0.00,0.00
Angola,33830.55,14808.65,0.00,28.51,13825.98,9380.40,33135.37,303508.87,70653.93,329246.01,0.00,0.00,0.00,0.28,0.00,0.00,0.00,10079.74,9844.38,204502.66,0.00,15685.69,155632.01,0.00,301.70,0.00,0.00,2.20,238.57,343.09,6768.07,777.62,29557.15,15.19,22.04,3695.92,0.00
Antarctica,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15553.75,12351147.23
Antigua and Barbuda,7.62,0.00,0.00,0.00,3.08,6.35,109.22,0.00,0.00,0.00,64.64,0.00,0.00,0.00,0.00,0.00,0.00,14.96,0.45,1.36,0.00,0.00,123.06,0.00,0.09,0.00,0.00,0.00,0.00,4.81,30.30,10.63,0.00,0.00,0.00,107.36,0.00
Argentina,176039.22,285521.04,26.70,11.83,123298.33,67851.61,74890.41,50726.68,173149.36,4521.52,0.08,0.00,0.00,0.00,0.00,0.00,2561.03,58943.40,6201.74,937523.20,0.00,0.52,78661.68,0.00,455087.92,0.00,0.00,14919.88,0.32,17.99,92463.49,5957.48,129458.84,0.00,0.00,42480.30,6484.07
Armenia,3696.85,1728.22,0.00,1386.88,977.19,9255.49,0.00,2415.30,0.94,0.00,133.53,0.00,0.00,0.00,0.00,0.00,13.01,3346.77,20.24,781.53,0.00,4.43,3264.92,0.00,429.27,0.00,0.00,23.31,0.00,0.00,12.05,577.96,337.55,66.89,0.00,1329.12,0.00
Australia,75353.27,380297.93,148.49,21729.46,84908.19,66033.25,385416.84,13500.95,0.00,235614.45,0.00,0.00,0.00,2100.00,0.67,0.00,0.00,226968.70,104323.49,364666.88,0.00,1299889.69,1101362.48,0.00,2829089.99,0.00,0.00,0.00,0.00,25640.29,100031.41,11511.64,341852.44,0.00,0.00,27214.86,252.11
Austria,2600.66,12228.81,524.01,0.00,3604.47,193.68,0.00,3987.21,24.09,0.00,25785.42,0.00,0.00,241.45,0.00,0.00,8323.24,7335.36,202.14,0.00,0.00,0.00,12474.72,0.00,1196.71,0.00,0.00,0.00,0.00,0.00,132.72,2340.47,838.72,1214.09,0.00,720.58,367.66
Azerbaijan,18560.19,17380.44,0.00,288.14,4350.01,11331.39,0.00,6317.92,7.82,0.00,709.38,0.00,0.00,0.00,0.00,0.00,19.62,3461.77,210.82,4891.73,0.00,452.54,3626.24,0.00,7577.34,0.00,0.00,758.91,0.00,0.00,37.27,896.28,3842.22,165.56,0.00,1829.71,0.00
Bahamas,65.86,13.01,16.18,0.00,38.14,111.69,2721.44,101.76,0.00,0.00,884.45,0.00,0.00,1.89,0.00,0.00,11.34,833.63,228.68,14.14,0.00,0.00,1168.02,0.00,24.07,0.00,0.00,0.00,1.81,702.07,2400.53,107.42,4.75,0.00,0.00,3851.26,0.00
Bahrain,0.85,20.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,0.00,0.00,0.00,0.00,0.00,0.86,201.22,341.76,1.28,3.59,13.95,0.00
Bangladesh,14491.80,1667.25,29.71,84049.89,1774.25,1855.04,2692.57,1269.01,3.02,0.00,335.92,0.00,0.00,30.17,0.00,0.00,0.00,7699.76,32.53,361.33,3733.90,0.00,1043.87,0.00,16.75,0.00,0.00,0.00,0.00,4224.89,360.92,683.68,192.43,0.00,0.00,11403.84,0.00
Barbados,127.61,37.76,1.20,0.00,110.22,32.20,43.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.52,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.93,57.67,0.00,0.00,0.00,46.54,0.00
Belarus,73309.60,20132.72,0.00,0.00,15226.50,1059.74,0.00,21645.74,1351.13,0.00,37726.02,3.60,0.00,1.25,0.00,0.00,19966.52,7709.38,4.41,0.00,0.00,0.00,3479.36,0.00,9.25,0.00,0.11,0.00,1875.55,0.00,413.84,1781.39,0.58,0.29,0.00,2231.54,0.00
Belgium,1084.28,11370.55,1.45,0.00,2787.29,440.48,0.00,1978.53,0.37,0.00,1489.70,0.00,0.00,0.60,0.00,0.00,1595.74,1736.98,42.50,0.00,0.00,0.00,4509.50,0.00,4.83,0.00,0.00,0.00,0.00,0.00,104.84,3471.58,4.02,0.12,1.86,229.12,0.00
Belize,764.85,117.38,0.18,0.00,422.14,1298.18,16553.20,217.36,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.18,836.51,88.52,375.76,0.00,0.00,226.86,0.00,0.00,0.00,0.00,0.00,5.61,455.49,108.16,25.85,6.43,0.00,0.00,1011.71,0.00
Benin,29832.40,814.28,0.00,279.99,9910.85,7260.82,132.95,850.04,0.00,35958.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253.63,2.17,26814.75,0.00,3204.42,10.41,0.00,0.00,0.00,0.00,0.47,0.00,90.34,34.08,419.92,0.38,1.98,0.00,618.50,0.00
Bhutan,208.71,38.98,5.61,48.16,354.48,913.30,12331.02,858.64,567.19,0.00,15771.97,0.00,0.00,0.00,0.00,0.00,0.93,695.62,1616.70,127.88,192.99,0.00,4837.15,0.00,56.01,0.00,0.00,6.30,0.00,0.25,1.35,3.31,254.42,42.27,17.90,21.90,1580.32
