Country,10,11,12,20,30,40,50,60,61,62,70,71,72,80,81,82,90,100,110,120,121,122,130,140,150,151,152,153,160,170,180,190,200,201,202,210,220
Afghanistan,29915.78,3059.54,110.84,18835.55,6591.00,20244.99,9.00,260.27,8.79,0.00,3063.29,0.23,0.00,0.79,0.00,0.00,0.00,4406.25,7961.20,22248.55,0.00,707.85,231507.77,0.00,40622.88,0.00,0.00,0.00,0.00,0.48,70.11,724.23,235264.08,519.20,13066.55,728.32,3182.86
Albania,6628.64,3456.14,76.10,168.23,1557.49,2402.18,0.00,5316.65,1.91,0.00,685.93,0.00,0.00,0.00,0.00,0.00,99.69,3837.64,2.37,896.91,0.00,1.95,1490.29,41.96,330.26,0.00,0.00,0.51,0.00,0.00,71.02,262.84,417.56,73.62,2.54,695.97,0.00
Algeria,47161.74,53666.89,28.83,98.80,3979.12,1836.00,1421.59,9422.93,0.76,0.00,836.94,0.00,0.00,0.00,0.00,0.00,0.00,7996.57,17.17,16394.31,0.00,221.65,68.19,0.00,12585.15,0.00,0.00,68924.45,0.00,0.39,21.48,2404.21,2075826.93,4957.67,189.04,2167.80,0.00
Andorra,2.75,0.49,0.00,0.00,1.27,0.56,0.00,2.04,0.00,0.00,271.83,3.24,0.00,0.00,0.00,0.00,6.12,16.54,6.13,0.14,0.00,0.00,95.60,0.00,38.98,0.00,0.00,0.00,0.00,0.00,0.00,3.66,11.97,6.83,0.00,0.00,0.00
Angola,33835.94,14869.69,0.00,27.87,13859.57,9364.95,33137.53,303206.81,70652.46,328975.83,0.00,0.00,0.00,0.19,0.00,0.00,0.00,10089.34,9841.76,204998.76,0.00,15650.30,154875.51,0.00,300.00,0.00,0.00,2.20,238.10,343.66,6774.86,859.46,30247.28,15.10,21.94,3695.49,0.00
Antarctica,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15553.75,12351147.23
Antigua and Barbuda,7.35,0.00,0.00,0.00,3.08,6.35,109.22,0.00,0.00,0.00,64.64,0.00,0.00,0.00,0.00,0.00,0.00,14.96,0.45,1.36,0.00,0.00,122.15,0.00,0.09,0.00,0.00,0.00,0.00,4.81,30.30,11.81,0.00,0.00,0.00,107.36,0.00
Argentina,175767.48,285600.35,25.72,11.74,123168.29,67982.91,75131.71,48960.08,172505.81,4483.30,0.08,0.00,0.00,0.00,0.00,0.00,2559.19,59177.37,6075.19,939375.86,0.00,0.52,78609.11,0.00,455458.59,0.00,0.00,14934.07,0.32,17.67,92356.32,6584.28,129204.44,0.00,0.00,42324.16,6484.07
Armenia,3692.64,1745.71,0.00,1385.50,972.10,9241.30,0.00,2413.00,0.94,0.00,133.08,0.00,0.00,0.00,0.00,0.00,13.01,3352.32,21.19,780.95,0.00,4.43,3235.05,0.00,435.41,0.00,0.00,23.31,0.00,0.00,12.27,608.30,335.52,66.89,0.00,1328.54,0.00
