Country,Af,Am,Aw,BWh,BWk,BSh,BSk,Csa,Csb,Csc,Cwa,Cwb,Cwc,Cfa,Cfb,Cfc,Dsa,Dsb,Dsc,Dsd,Dwa,Dwb,Dwc,Dwd,Dfa,Dfb,Dfc,Dfd,ET,EF
Bahrain,0,0,0,593.596563165872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo Nuevo Bank (Petrel Is.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,0,56697.00783243328,58771.94591654454,0,0,0,0,0,0,0,22134.597267343666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,29.158062293980482,209.87162081876636,193.22756703857274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208757.30183472834,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28561.376964606876,0,0,0,0,0,0,0,0,0,0,2537.799145488662,0,0,0,0
Belize,4805.764158034101,13435.261814365278,4029.038516135186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,0,0,111081.1921687859,0,0,5896.218521400626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,0,0,0,0,0,0,311.69643303858453,0,0,0,9997.943680805553,13712.72035266769,0,0,0,0,0,0,0,0,0,4624.791004359834,2375.785354581656,0,0,0,0,0,9801.199215108683,96.75454155671353
Bolivia,65940.32862435601,145759.38897620948,457866.62105310493,0,83866.67722359272,69534.23339214819,109903.16792869038,0,0,0,35856.10558365587,71052.88343152861,2583.0090119327538,1883.5810557584794,8150.071518480642,4.911710276150357,0,0,0,0,0,0,0,0,0,0,0,0,37648.211189201524,59.74994348596772
Bosnia and Herzegovina,0,0,0,0,0,0,0,1591.853047978244,138.68959462344728,0,0,0,0,6603.022032296056,2796.0048865899,0,0,3.111836394530185,0,0,0,0,0,0,0,39832.09554289536,1524.9534719828505,0,0,0
Botswana,0,0,0,204624.33880016633,0,375997.704248321,379.46596847515895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,1611274.1576321092,1794082.2128245425,3797477.1980008697,166.87267174128814,0,420562.8679714564,0,8.463329700296107,42.31753907738481,0,141067.14459824594,39622.384779994194,0,530302.1300057957,147321.52717876574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,5946.68664330076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,8440.49984752276,2960.9657500827684,267.0896172465271,0,0,0,0,26015.8570092166,770.6623333770452,0,8.224087984197704,845.3349849801964,452.38583241095097,0,0,0,0,0,33255.51040716528,39071.23332212788,1132.009279709582,0,370.9303974329442,0
Burkina Faso,0,0,124028.73425748468,14733.382279926944,0,135845.85149741903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,0,0,18145.13364515881,0,0,0,0,0,1610.744346938111,0,0,7802.804789144485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabo Verde,0,0,0,3399.5663479321174,72.00046241826892,99.99436699762818,250.26852326548874,0,0,0,0,9.918692762103259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,0,28825.77940012958,153544.45496595575,0,0,0,0,0,0,0,0.8361197021051506,10.874128197903387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,7978.0670934791115,146368.16021338123,285867.8351498351,3612.2517775983274,0,19837.752878275853,0,9.349657021838505,3211.884276657403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54421832371841,0
Canada,0,0,0,0,5.300314498505816,0,144716.8494788032,0,6803.140500892239,88.10310294806087,0,0,0,0,44888.62510153022,7924.231421757999,0,8539.230168453752,664094.9654844834,27.901115488008504,0,0,39824.9383286998,0,16842.469672699437,1431470.6340890212,5150146.4506360395,11.364940992082428,2330313.641090142,67335.09469082797
Central African Republic,0,13711.041843235342,590312.4555456178,0,0,16839.5737837724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,0,0,198865.46168777914,848780.9049618642,11986.555583381254,209922.85541188266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,10.682252531226077,38.142247363756596,0.7632364154281849,2563.3994633635657,260384.62130607,7.994339207425449,47354.98855532882,11436.966608226898,98198.86206231361,4089.35257898412,0,0,0.552369996735768,108.34304248634403,75576.15653604726,41646.46402759821,0,238.34522960561554,11690.399866368281,0,0,0,0,0,0,0,2282.4287790252374,0,173899.96623660668,1311.36496504229
China,0,3399.6358796207974,27007.411768761063,0,1981960.4997023307,645.0547232854935,1186865.9453677034,0,0,0,912384.1503405831,279096.594982437,0,1205358.1793659911,2282.982801771208,0,0,10.920691881173672,1555.1577143839895,0,1020605.9116852283,747054.3216094221,500269.4481983842,0,2837.73599004437,4262.350348585522,15194.128170355803,0,1470626.8945064805,24530.746447782596
Colombia,611116.1892267875,286700.2785069346,103027.04960746912,7180.549116471321,0,3442.770214445586,0,0,16698.253729021137,222.1068763646486,0,3340.925016415298,4.200152729254169,0,79555.20998482007,423.6643847072135,0,0,0,0,0,0,0,0,0,0,0,0,25411.760973895132,42.99784911331476
Comoros,785.7286633816785,623.556608452325,12.538060758002192,0,0,0,0,0,0,0,0,0,0,0,178.35698465974252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,20302.585088449334,15487.329604603092,9687.048834307283,0,0,0,0,0,0,0,0,1833.429973314423,26.14291306604273,0,3550.0090191497666,25.30485103815863,0,0,0,0,0,0,0,0,0,0,0,0,334.8082467434993,0
Croatia,0,0,0,0,0,0,13.202647028226018,7353.019790780449,552.4971104377842,0,0,0,0,15949.677190348275,4184.861533165308,0,0,18.731707546721204,0,0,0,0,0,0,58.402061667456934,27903.732688417193,104.6239663689849,0,0,0
Cuba,4273.62630107633,11488.93729073384,92905.41326295928,0,0,142.4353795166646,0,0,0,0,46.85612246602578,2.3822717384484466,0,33.6376113397286,189.00959666857358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,0,0,0,0,0,435.47092701606505,0,4994.893629064259,71.08637565372153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus No Mans Area,0,0,0,0,0,160.1241103877242,0,351.9352474451279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czechia,0,0,0,0,0,0,10.502921190715435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77256.21975012576,2326.7962592618965,0,0,0
Democratic Republic of the Congo,589044.7214274266,442767.24027909053,1172024.3745833542,0,0,0,0,95.30299997217638,3208.3944828645094,11.950174864684293,54239.26315810061,52493.33318759515,0,0,16685.27376509989,1.7093123191100508,0,0,0,0,0,0,0,0,0,0,0,0,129.06260568446308,0
Denmark,0,0,0,0,406.12728320260857,0,2803.898665027779,0,0,0,0,0,0,0,20849.314639212185,327.5747258481808,0,0,0,0,0,0,0,0,0,21609.072688565295,18.908320985892413,0,559389.5588023451,1552912.8853782646
Djibouti,0,0,0,22062.528154474214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,735.6618871771146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,16203.792706496923,5378.092860412126,19114.21643338541,0,0,2448.6443538599615,0,0,0,0,0,806.3871551264649,0,12.131037564658708,4417.225559861128,0,0,0,0,0,0,0,0,0,0,0,0,0,3.236824781049032,0
East Timor,0,782.9908785473935,13752.557277482798,0,0,24.52295663278624,0,0,0,0,2.5342706051384525,561.806075256184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,105642.37263913346,15647.107024435598,50376.69984348925,5037.757630984393,5.12878117122291,13990.828243259759,657.6179239561524,0,3867.3039123343115,158.91428230843997,0,5218.364221307317,0.8544554467063286,0.854710674376656,32480.528868483532,121.34157420773506,0,0,0,0,0,0,0,0,0,0,0,0,22315.431636214355,36.75011618634701
Egypt,0,0,0,990740.5490451922,11266.329071552926,77.7264134054522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,0,0,20517.335234141294,0,0,0,0,0,0,0,0,312.7130342514462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,914.8788616813389,21447.125168182443,4104.654797228773,0,0,0,0,0,21.333855630840052,0,0,6.836283482383388,0,0,269.62314692949974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,0,0,2632.25519469588,77304.72414743222,35.11115723401415,40055.7268655175,3103.778399843284,33.91572000869306,0,0,4.965799476614233,107.51447029827014,0,4.962029343644592,5.794953373547063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45365.14153150865,41.17556867077663,0,0,0
Ethiopia,0,24452.612942854383,351204.84359986207,287955.3794502545,0,238141.30434806345,4012.7899563353735,2386.897941597929,89560.48229342274,346.9120119527414,3798.4034319843536,108986.47954374245,774.9416263445811,5.0003762959748945,16569.906872037096,0.8482804060710468,0,0,0,0,0,0,0,0,0,0,0,0,2206.5571873200442,0
Federated States of Micronesia,542.2439687756693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,17317.862661487907,843.9602529060357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6591.162232126279,327488.01458793605,0,649.4129312231897,0
France,79093.81259384283,24669.829940834887,3450.024324169991,0,0,13.466106960871665,1477.2371615713114,32777.820712354835,12959.946150239617,0,0,0,0,12062.409988315372,447860.6233285078,49.59174564495936,0,573.8745449704878,145.91078438346588,0,0,0,0,0,0,30100.332476267806,9653.062244424234,0,11743.611390737411,14.02004022365505
Gabon,0,35069.353977947394,226280.12386808434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,0,0,6428.96088842026,0,0,4444.411288578938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,0,0,0,0,0,0,2922.0330493066795,0,0,0,0,0,0,17886.460825955935,2625.669086868118,0,0,0,0,0,0,0,0,0,3906.785444949612,28143.856271519515,10517.74017404656,0,4137.200288060248,8.20038096189885
Germany,0,0,0,0,0,0,338.76841835456287,0,0,0,0,0,0,0,131018.64482484871,0,0,0,0,0,0,0,0,0,0,225730.08350395644,1724.6868280273532,0,153.7319701753832,0
Ghana,0,23076.413357697023,215996.5758406143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,61.7438972743196,22929.964685903567,80980.11355952235,13059.869478815872,0,0,0,0,2899.1683107111694,536.6518227286537,0,0,6683.718090287293,326.26801873382925,0,0,0,0,0,26.02796497584722,4295.688389476957,91.47691443078891,0,11.840300736594823,0
Grenada,263.36389194972105,81.12312254191743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,19713.897394566495,35131.7122048352,31961.25831248133,0,0,1.653542753548904,0,0,0,0,34.55335031464889,17160.45819260123,36.29435459635302,11.539988408164275,5177.201213768361,0,0,0,0,0,0,0,0,0,0,0,0,0,312.57295071375944,0
Guinea,0,62474.91974097462,183599.8535406749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,1835.6053917424904,31281.466771427786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,124541.02690111856,74315.07740520741,13397.689598583116,0,0,0,0,0,0,0,0,0,0,0,173.5310564332409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,6669.748591281116,3781.429129956314,14692.56291656285,0,0,727.3964231255301,0,0,0,0,0,474.1330624640175,0,0,589.6229918329021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,19760.078244539807,29928.537483762077,54015.00249600592,0,0,0,0,0,34.70894058531865,0,92.67109202089003,7724.56610485068,0,127.82779972783712,928.4516829295517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,0,0,0,0,0,0,138.95003930983236,0,0,0,0,0,0,565.0327907794094,23.658096368456192,0,0,0,0,0,0,0,0,0,13470.951171339046,79844.54908221222,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3121.168782526633,0,0,71.1844122458719,0,0,0,0,0,0,0,4338.584134700978,0,92662.22434879665,1266.9191331063944
India,1067.3415576273776,137303.7701781301,1049155.9110814496,226839.98748930648,11123.288965371765,708223.8039032682,17447.574969891837,3378.0453471104174,43.50549288796675,0,812498.6735460025,55282.51023603199,0,4591.83686857976,1560.5657208011037,0,22.679284100776268,4854.607432123192,5768.716364405337,0,0,16305.019637841973,6024.896947095857,0,6.429166218379883,9128.673882579538,2201.6126695804205,0,80086.77899368126,1825.0713396002618
Indonesia,1602798.4187675922,105929.91885111616,90280.29638403513,0,0,119.61479696953063,0,0,1.6944233453218163,0,0,2560.08977215106,0,0,59039.88740709482,5.116401706284816,0,0,0,0,0,0,0,0,0,0,0,0,8499.67521584935,0
Iran,0,0,0,657976.0714388594,231341.80929626405,119843.55586996728,410274.1019321656,73144.12530734336,42.944712823327244,0,0,0,0,1074.8734122060268,0,0,101391.72899225252,28483.502094944495,926.1907861471657,0,0,0,0,0,0,455.04688730714963,6.663965772595471,0,243.89811047391822,0
Iraq,0,0,0,331884.43121186085,2269.381963447989,51099.749890223706,0,46705.15773230636,0,0,0,0,0,0,0,0,6533.291947214908,733.540092430195,2.0638030710025372,0,0,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69772.164816876,78.70152411643149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,9960.937275187365,1001.4960414324629,6191.555470865385,200.66364273184783,11519.947213486275,45.177992561490015,0,0,0,0,0,0,0,0,8.600509346464225,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,1.333196848098454,58.828190045820705,183.24025637933096,16645.039145367493,112273.09567646969,18155.4692645569,0,0,0,0,83774.11317117795,22047.11605380081,0,0,480.13311307286125,64.9038579777009,0,0,0,0,0,0,25258.51492525151,12637.738986070912,0,9745.730426082406,22.16378553492611
Ivory Coast,4307.564323731792,20431.209439201113,297659.29565464065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,6892.095966243287,2523.7384671039576,1485.9634021267148,0,0,0,0,0,0,0,0,0,0,0,52.89058630346441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,493.80553259036236,24.05518649766535,0.7808841278028036,0,0,0,0,0,0,0,172.8344453496015,0,0,171830.86018645822,298.5924233792449,0,0,0,0,0,277.81109474859807,833.8389480110408,38.95497369828492,0,86298.28890452064,105408.71779319356,4553.597598071331,0,13.301900109958456,2.1235283500459206
Jordan,0,0,0,58985.36479444178,16895.968042625012,2387.5864572116957,9334.832200883016,2156.094862901896,2.2129617727303548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kashmir,0,0,0,0,185.72433391086972,0,221.9184010908412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728.0359617410192,1089.4359802998395
Kazakhstan,0,0,0,0,1112591.825761538,0,1372279.9077644926,3206.2392943907466,0,0,0,0,0,0,0,0,23514.750985116316,5173.209008857541,2658.850482023521,0,0,200.78923728455956,1760.343802483545,0,1871.8152752106685,133488.12706922757,50537.809351482894,0,20273.302627027864,119.3802610269186
Kenya,11424.032029931383,5966.8825207148775,88035.976648313,225622.25877878556,0,179251.14328093774,1977.8063321902598,1.7066290118634417,37867.74289451878,7.692621785137088,364.5746345302298,7776.27262118375,0,0,28280.128692594713,157.27471148478176,0,0,0,0,0,0,0,0,0,0,0,0,1127.4381218991991,0
Kiribati,447.58909151403765,27.319516936304243,98.19208030981439,0,0,15.36309972644033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,0,0,0,0,0,0,3.825211606915544,0,0,0,0,0,0,1200.9338575723848,2.545916323263486,0,0,0,0,0,0,0,0,0,78.10311455388073,9129.287884104595,767.0476406420332,0,16.541407419931826,0
Kuwait,0,0,0,17707.466885006896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,0,0,0,0,4010.9469664856033,0,59767.83604786034,0,0,0,0,0,0,0,0,0,1586.9622405300884,18083.4690267076,20627.681552701226,0,0,0,3148.565335332455,0,17.04798869277051,6439.438706072296,23236.828763732097,0,63123.352113337314,894.2457543613104
Laos,0,46494.995894189735,90472.16342122611,0,0,0,0,0,0,0,89842.32201182125,3837.082019149699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64862.54392063734,0,0,0,0
Lebanon,0,0,0,0,0,0,0,7672.636737680942,1548.831015358145,0,0,0,0,0,0,0,0,849.0364615119171,39.71416280452183,0,0,0,0,0,0,0,0,0,0,0
Lesotho,0,0,0,0,0,0,47.507750275666545,0,0,0,136.41742148704554,19140.05386312551,1209.6925910380064,0,7649.998662040589,8.157939060572454,0,0,0,0,0,0,1261.055483501694,0,0,0,26.61222996415087,0,1067.2684938652005,0
Liberia,28603.954660885272,65326.496642763166,2216.5680713353254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,0,0,0,1578219.5633578275,2660.8199118534935,29580.342488332557,7251.134123972068,6966.656576445507,47.68779781299588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.66405894878218,0,0,0,0,0,0,0,0,0,0,88.97815234044317,43.94530013511124,0,9.382008013007741,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.464247048387469,0,0,0,0,0,0,0,65439.72423918617,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154.2473398945053,0,0,0,0,0,0,0,0,0,0,581.5660859330874,0,0,0,0
Macedonia,0,0,0,0,0,0,7957.041484845448,9.049781698129426,99.91759214739943,0,0,0,0,1257.4392976183537,802.8286307386628,0,0,402.53567905824366,7.7710458313279185,0,0,0,0,0,732.8456002291308,13468.22289525164,972.8889067062647,0,38.3672815768272,0
Madagascar,63536.20888618193,13719.137270215382,255485.30322556477,135.89340821569334,0,66315.41716483774,0,133.18043236928781,0,0,86618.34104490966,62899.94476274625,0,32531.630088764592,8783.105212814804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,0,5.902244334710565,58905.29413297888,0,0,33.5747241403562,0,0,0,0,49387.98808458322,12637.637889313126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,321629.09914754116,4670.470579856408,0,0,0,0,0,0,0,0,0,0,0,0,1481.245848128043,0,0,0,0,0,0,0,0,0,0,0,0,0,17.002249472651226,0
Maldives,17.087483676171264,12.778388049780194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,156534.9025826407,909068.0861531566,0,191114.8682542465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,315.70614445559454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,32.17141017311807,2.5032802064261577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,1032986.8865092658,0,5367.255109624103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,1008.5284359646251,699.8460875125922,81.39992089018361,0,0,0,0,0,0,0,0,0,0,170.97016947197775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,36365.044385333735,79009.98571160692,414230.57520327193,375826.1837399412,71409.32138525484,321696.2666917941,270839.8397808552,10783.749345579248,15996.97724045687,0,126922.098773354,208878.7008798788,315.2396686648316,10500.257795171905,9884.301000438227,19.36696353598951,0,0,0,0,0,0,0,0,0,0,0,0,719.6937083854507,0
Moldova,0,0,0,0,0,0,2069.9064674334345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2192.8339974389705,29578.62217823295,0,0,0,0
Monaco,0,0,0,0,0,0,0,19.888767575524778,4.970890893913815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,0,0,0,0,605937.6944122993,0,509858.96966739284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31580.207710076473,353679.0288826232,0,0,29.008777544594004,31.71408891550496,0,67101.71201760651,2.2534691546279846
Montenegro,0,0,0,0,0,0,0,1325.9179860479599,81.94082146337068,0,0,0,0,1084.8560272750108,1588.2905582489254,0,0,0,0,0,0,0,0,0,0,8225.92952858259,1724.4118484722374,0,1.2557828987423827,0
Morocco,0,0,0,307104.3103884729,65356.411189199316,39653.76386036869,61131.26478986201,101702.83486088944,11021.315725990831,0,0,0,0,0,0,0,0,5500.945429689949,347.46510754323634,0,0,0,0,0,0,0,0,0,2.93594685061299,0
Mozambique,0,3843.978608114446,541698.5400141105,0,0,150019.4155559657,0,0,0,0,88280.50158688753,6051.779582592234,0,670.3416625149599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,0,142139.4807329842,191285.24360506458,0,0,26325.96704396401,0,0,0,0,264928.0614156078,37165.36388983372,0,0,0,0,0,0,0,0,0,1887.1389911518456,585.373498570051,0,0,0,0,0,1806.4915734581793,0
Namibia,0,0,0,388047.6253301396,102622.93972248606,325768.3146323431,7819.120810250924,0,0,0,196.4804495643379,25.00099127125639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,21.36905586831797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,0,0,0,0,13.495613072346103,0,228.05115999657022,0,0,0,78663.1103373053,33575.888640153215,12.823424469686591,0,0,0,0,0,0,0,0,2954.7113228139,4026.0436148522376,0,0,0,0,0,28261.074722620466,785.9368679154616
Netherlands,2.4488488770594263,17.95424575149117,195.98468773336927,110.22022474988094,0,620.291246585901,0,0,0,0,0,0,0,0,37510.802970955156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,391.1260507212045,1.609219381866335,0,0,0,0,1009.3660375597956,0,30.663626919085495,0,0,0,0,10.47421396492124,231108.95366162292,13041.726556056597,0,0,0,0,0,0,0,0,0,773.4888679051838,9285.66068731056,0,9175.483876054446,0
Nicaragua,19166.143902887896,62080.54642773131,47393.037206938476,0,0,0,0,0,0,0,0,148.15847122406527,0,0,49.90910508289435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,17.58498258491028,1103816.6624056129,0,80621.53564459686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,3161.9660191587304,62675.02565633979,626611.466424415,33454.77682056406,0,183568.7710861781,0,0,50.90704326942017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
